<org.opsli.plugins.redis.conf.RedisPluginConfig: void <clinit>()>-><org.opsli.plugins.redis.jsonserializer.FastJson2JsonRedisSerializer: void <init>(java.lang.Class)>
<org.opsli.core.utils.OrgUtil: void lambda$null$0(java.lang.String,com.baomidou.mybatisplus.core.conditions.query.QueryWrapper)>-><java.util.ArrayList: boolean add(java.lang.Object)>
<org.opsli.modulars.generator.template.web.GenTemplateDetailRestController: org.opsli.api.base.result.ResultWrapper findPage(java.lang.Integer,java.lang.Integer,javax.servlet.http.HttpServletRequest)>-><org.opsli.api.base.result.ResultWrapper: org.opsli.api.base.result.ResultWrapper getSuccessResultWrapper(java.lang.Object)>
<org.apache.commons.beanutils.converters.ClassConverter: java.lang.Object convertToType(java.lang.Class,java.lang.Object)>-><org.opsli.core.autoconfigure.properties.DbSourceProperties$DataSourceInfo: java.lang.String toString()>
<org.opsli.core.autoconfigure.properties.ApiPathProperties: java.lang.String toString()>-><org.opsli.core.autoconfigure.properties.ApiPathProperties: java.lang.String getGlobalPrefix()>
<org.opsli.core.utils.OptionsUtil: java.util.Map convertOptionsMap(java.util.List)>-><java.util.HashMap: java.lang.Object put(java.lang.Object,java.lang.Object)>
<org.opsli.modulars.generator.logs.wrapper.GenBuilderModel: java.lang.String toString()>-><org.opsli.modulars.generator.logs.wrapper.GenBuilderModel: java.lang.String getTemplateId()>
<org.opsli.modulars.system.tenant.web.TenantRestController: org.opsli.api.base.result.ResultWrapper del(java.lang.String)>-><org.opsli.core.base.controller.BaseRestController: void demoError()>
<org.springframework.cglib.core.WeakCacheKey: java.lang.String toString()>-><org.opsli.plugins.redisson.properties.RedissonProperties: java.lang.String toString()>
<org.opsli.plugins.redis.jsonserializer.FastJson2JsonRedisSerializer: java.lang.Object deserialize(byte[])>-><com.sun.beans.WildcardTypeImpl: java.lang.String toString()>
<org.opsli.modulars.system.logs.factory.UserLoginLogFactory: org.opsli.api.wrapper.system.logs.LoginLogsModel getUserLoginModel(javax.servlet.http.HttpServletRequest,org.opsli.api.wrapper.system.user.UserModel,boolean)>-><org.opsli.api.wrapper.system.logs.LoginLogsModel: void <init>()>
<org.opsli.modulars.system.logs.factory.UserLoginLogFactory: org.opsli.api.wrapper.system.logs.LoginLogsModel getUserLoginModel(javax.servlet.http.HttpServletRequest,org.opsli.api.wrapper.system.user.UserModel,boolean)>-><org.opsli.api.wrapper.system.logs.LoginLogsModel: void setOrgIds(java.lang.String)>
<org.opsli.common.utils.MessUtil: java.lang.String getMes(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map)>-><java.util.BitSet: java.lang.String toString()>
<org.opsli.core.utils.OrgUtil: void lambda$null$0(java.lang.String,com.baomidou.mybatisplus.core.conditions.query.QueryWrapper)>-><java.util.TreeMap$ValueIterator: java.lang.Object next()>
<java.util.TreeMap$Entry: int hashCode()>-><org.opsli.api.wrapper.system.dict.DictWrapper: int hashCode()>
<org.opsli.common.utils.ListDistinctUtil: java.util.List distinct(java.util.List,java.util.Comparator)>-><java.lang.Throwable: java.lang.String getMessage()>
<java.util.EnumMap: boolean containsMapping(java.lang.Object,java.lang.Object)>-><org.opsli.plugins.redisson.properties.RedissonProperties: boolean equals(java.lang.Object)>
<org.opsli.common.thread.AsyncProcessor: void init(java.lang.String)>-><org.opsli.common.thread.ThreadPoolFactory: java.util.concurrent.ExecutorService createDefThreadPool(java.lang.String)>
<com.google.common.collect.SingletonImmutableSet: int hashCode()>-><org.opsli.plugins.security.exception.AuthException: int hashCode()>
<java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry: boolean equals(java.lang.Object)>-><org.opsli.api.wrapper.system.dict.DictWrapper: boolean equals(java.lang.Object)>
<java.util.EnumMap: boolean containsMapping(java.lang.Object,java.lang.Object)>-><org.opsli.api.wrapper.system.dict.DictWrapper: boolean equals(java.lang.Object)>
<org.opsli.modulars.test.web.TestRestController: org.opsli.api.base.result.ResultWrapper findPage(java.lang.Integer,java.lang.Integer,javax.servlet.http.HttpServletRequest)>-><org.opsli.core.persistence.querybuilder.WebQueryBuilder: void <init>(java.lang.Class,java.util.Map)>
<org.opsli.common.utils.MessUtil: java.lang.String getMes(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map)>-><org.springframework.cglib.core.ClassInfo: java.lang.String toString()>
<org.opsli.core.base.controller.BaseRestController: org.opsli.api.base.result.ResultWrapper importExcel(org.springframework.web.multipart.MultipartHttpServletRequest)>-><cn.hutool.json.JSONArray: java.lang.Object get(int)>
<org.opsli.core.persistence.querybuilder.chain.QueryDataPermsHandler: com.baomidou.mybatisplus.core.conditions.query.QueryWrapper handleDataPermsCondition(org.opsli.core.persistence.querybuilder.conf.WebQueryConf,com.baomidou.mybatisplus.core.conditions.query.QueryWrapper)>-><org.opsli.core.utils.UserUtil: org.opsli.api.wrapper.system.role.RoleModel getUserDefRoleByUserId(java.lang.String)>
<org.opsli.core.utils.ExcelUtil: cn.hutool.json.JSONObject getFields(java.lang.Class)>-><cn.hutool.json.JSONUtil: boolean isNull(java.lang.Object)>
<org.opsli.core.persistence.querybuilder.chain.QueryDataPermsHandler: com.baomidou.mybatisplus.core.conditions.query.QueryWrapper handleDataPermsCondition(org.opsli.core.persistence.querybuilder.conf.WebQueryConf,com.baomidou.mybatisplus.core.conditions.query.QueryWrapper)>-><java.util.Collections$1: boolean hasNext()>
<org.opsli.core.utils.OrgUtil: void lambda$null$0(java.lang.String,com.baomidou.mybatisplus.core.conditions.query.QueryWrapper)>-><java.util.Collections$CheckedCollection$1: java.lang.Object next()>
<org.opsli.plugins.security.authentication.MobilePasswordAuthenticationToken: void setAuthenticated(boolean)>-><org.springframework.security.authentication.AbstractAuthenticationToken: void setAuthenticated(boolean)>
<org.opsli.common.utils.MessUtil: java.lang.String getMes(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map)>-><java.time.ZoneId: java.lang.String toString()>
<org.opsli.modulars.system.user.web.UserRestController: org.opsli.api.base.result.ResultWrapper getInfoById(java.lang.String)>-><org.opsli.core.utils.UserUtil: org.opsli.api.wrapper.system.user.UserModel getUser(java.lang.String)>
<org.bouncycastle.jcajce.provider.asymmetric.util.ECUtil: org.bouncycastle.crypto.params.AsymmetricKeyParameter generatePrivateKeyParameter(java.security.PrivateKey)>-><org.opsli.plugins.security.exception.AuthServiceException: java.lang.String toString()>
<org.opsli.common.thread.AsyncProcessor$1: void onFailure(java.lang.Throwable)>-><java.util.MissingFormatWidthException: java.lang.String getMessage()>
<java.util.Formatter$FormatSpecifier: void printHashCode(java.lang.Object)>-><org.opsli.plugins.redisson.properties.RedissonProperties: int hashCode()>
<org.opsli.core.utils.ValidatorUtil: void check(java.lang.reflect.Field,org.opsli.common.enums.ValidatorType[],java.lang.Object)>-><java.util.IllegalFormatCodePointException: java.lang.String getMessage()>
<org.opsli.core.filters.aspect.ValidatorAop: void validation(org.aspectj.lang.JoinPoint)>-><jdk.internal.org.xml.sax.SAXException: java.lang.String getMessage()>
<org.opsli.core.persistence.querybuilder.chain.QueryDataPermsHandler: com.baomidou.mybatisplus.core.conditions.query.QueryWrapper handleDataPermsCondition(org.opsli.core.persistence.querybuilder.conf.WebQueryConf,com.baomidou.mybatisplus.core.conditions.query.QueryWrapper)>-><java.util.ArrayList$Itr: java.lang.Object next()>
<org.opsli.core.utils.ExcelUtil: java.util.List handleDatas(java.util.List,java.lang.Class,org.opsli.common.enums.ExcelOperate)>-><org.opsli.core.utils.excel.factory.ModelFactoryHelper: org.opsli.core.utils.excel.factory.AbstractModelHelper getModelHelper(java.lang.Class)>
<cn.hutool.core.util.StrUtil: java.lang.String str(java.lang.Object,java.nio.charset.Charset)>-><org.opsli.api.wrapper.system.logs.LoginLogsModel: java.lang.String toString()>
<org.opsli.core.autoconfigure.properties.CacheProperties: int hashCode()>-><org.opsli.core.autoconfigure.properties.CacheProperties: java.lang.String getPrefix()>
<com.alibaba.fastjson.serializer.SerializeFilterable: java.lang.Object processValue(com.alibaba.fastjson.serializer.JSONSerializer,com.alibaba.fastjson.serializer.BeanContext,java.lang.Object,java.lang.String,java.lang.Object,int)>-><org.opsli.core.autoconfigure.properties.DbSourceProperties$DataSourceInfo: java.lang.String toString()>
<cn.hutool.core.util.ObjectUtil: boolean isNull(java.lang.Object)>-><org.opsli.common.utils.DefPatternPool$RegexWithFlag: boolean equals(java.lang.Object)>
<org.opsli.modulars.generator.template.web.GenTemplateDetailRestController: org.opsli.api.base.result.ResultWrapper del(java.lang.String)>-><org.opsli.plugins.generator.utils.GeneratorHandleUtil: void judgeGeneratorEnable(org.opsli.core.autoconfigure.properties.GlobalProperties)>
<org.opsli.plugins.redisson.RedissonManager$RedissonConfigFactory: void <init>()>-><java.awt.HeadlessException: java.lang.String getMessage()>
<org.opsli.api.base.result.ResultWrapper: org.opsli.api.base.result.ResultWrapper getSuccessResultWrapperByMsg(java.lang.String)>-><java.lang.System: long currentTimeMillis()>
<org.opsli.common.utils.MessUtil: java.lang.String getMes(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Map)>-><javassist.bytecode.FieldInfo: java.lang.String toString()>
<com.google.common.base.Equivalence$Equals: int doHash(java.lang.Object)>-><org.opsli.plugins.security.exception.AuthServiceException: int hashCode()>
<org.opsli.core.security.service.UidUserDetailDetailServiceImpl: java.util.Optional loadUserByPrincipal(java.lang.Object)>-><io.netty.util.internal.shaded.org.jctools.queues.BaseMpscLinkedArrayQueue$WeakIterator: boolean hasNext()>
<java.util.concurrent.ConcurrentHashMap$MapEntry: int hashCode()>-><org.opsli.plugins.security.exception.AuthException: int hashCode()>
<org.opsli.core.base.controller.BaseRestController$1: void saveData(java.util.List)>-><io.netty.util.collection.IntObjectHashMap$2$1: java.lang.Object next()>
