<org.springframework.web.servlet.config.annotation.DelegatingWebMvcConfiguration: void configurePathMatch(org.springframework.web.servlet.config.annotation.PathMatchConfigurer)>-><org.springframework.web.servlet.config.annotation.WebMvcConfigurerComposite: void configurePathMatch(org.springframework.web.servlet.config.annotation.PathMatchConfigurer)>
<java.util.stream.Node$OfDouble: void forEach(java.util.function.Consumer)>-><java.util.stream.Nodes$ConcNode$OfDouble: java.util.Spliterator$OfPrimitive spliterator()>
<javax.security.auth.Subject: java.lang.String toString(boolean)>-><org.springframework.beans.PropertyBatchUpdateException: java.lang.String toString()>
<org.springframework.util.Assert: void noNullElements(java.lang.Object[],java.lang.String)>-><java.lang.IllegalArgumentException: void <init>(java.lang.String)>
<org.springframework.boot.autoconfigure.task.TaskExecutionAutoConfiguration: org.springframework.boot.task.TaskExecutorBuilder taskExecutorBuilder(org.springframework.boot.autoconfigure.task.TaskExecutionProperties,org.springframework.beans.factory.ObjectProvider,org.springframework.beans.factory.ObjectProvider)>-><org.springframework.boot.autoconfigure.task.TaskExecutionProperties$Pool: int getQueueCapacity()>
<reactor.util.context.Context3: java.lang.Object get(java.lang.Object)>-><org.springframework.http.server.DefaultPathContainer$DefaultPathSegment: boolean equals(java.lang.Object)>
<org.springframework.web.util.pattern.RegexPathElement: java.lang.String toString()>-><java.lang.String: java.lang.String valueOf(char[])>
<java.util.WeakHashMap$EntrySpliterator: void forEachRemaining(java.util.function.Consumer)>-><java.util.stream.SliceOps$1$1: void accept(java.lang.Object)>
<java.io.BufferedOutputStream: void flush()>-><sun.net.www.http.HttpCaptureOutputStream: void flush()>
<java.io.FilterInputStream: void reset()>-><sun.net.www.protocol.http.HttpURLConnection$HttpInputStream: void reset()>
<org.javaboy.vhr.VhrApplication: void initBean_synthetic()>-><org.springframework.boot.autoconfigure.web.reactive.ReactiveWebServerFactoryAutoConfiguration: org.springframework.boot.autoconfigure.web.reactive.ReactiveWebServerFactoryCustomizer reactiveWebServerFactoryCustomizer(org.springframework.boot.autoconfigure.web.ServerProperties)>
<java.util.PriorityQueue: void siftUpComparable(int,java.lang.Object)>-><org.springframework.web.util.pattern.PathPattern: int compareTo(java.lang.Object)>
<org.apache.tomcat.jni.Library: void <init>()>-><java.lang.System: void load(java.lang.String)>
<java.util.stream.StreamSpliterators$SliceSpliterator$OfRef: void forEachRemaining(java.util.function.Consumer)>-><java.util.concurrent.ConcurrentHashMap$ValueSpliterator: void forEachRemaining(java.util.function.Consumer)>
<java.util.Hashtable$Entry: java.lang.String toString()>-><java.util.SimpleTimeZone: java.lang.String toString()>
<sun.net.www.MessageHeader: void set(java.lang.String,java.lang.String)>-><sun.net.www.MessageHeader: void add(java.lang.String,java.lang.String)>
<java.util.stream.StreamSpliterators$SliceSpliterator$OfRef: void forEachRemaining(java.util.function.Consumer)>-><java.util.Spliterators$ArraySpliterator: void forEachRemaining(java.util.function.Consumer)>
<sun.security.util.HostnameChecker: boolean matchAllWildcards(java.lang.String,java.lang.String)>-><sun.security.util.HostnameChecker: boolean matchWildCards(java.lang.String,java.lang.String)>
<org.springframework.jmx.export.annotation.AnnotationMBeanExporter: void <init>()>-><org.springframework.jmx.export.naming.MetadataNamingStrategy: void <init>(org.springframework.jmx.export.metadata.JmxAttributeSource)>
<java.util.stream.Node: java.util.stream.Node truncate(long,long,java.util.function.IntFunction)>-><java.util.stream.Nodes$SpinedNodeBuilder: java.util.stream.Node build()>
<java.util.Spliterator: long getExactSizeIfKnown()>-><java.util.stream.StreamSpliterators$UnorderedSliceSpliterator: int characteristics()>
<org.springframework.security.core.userdetails.User$UserBuilder: org.springframework.security.core.userdetails.User$UserBuilder roles(java.lang.String[])>-><java.lang.StringBuilder: java.lang.String toString()>
<java.util.concurrent.ConcurrentSkipListMap$SubMap: boolean containsValue(java.lang.Object)>-><org.springframework.security.core.userdetails.User: boolean equals(java.lang.Object)>
<javax.security.auth.Subject$SecureSet: boolean contains(java.lang.Object)>-><java.text.MessageFormat: boolean equals(java.lang.Object)>
<org.springframework.boot.info.BuildProperties: java.util.Properties processEntries(java.util.Properties)>-><org.springframework.boot.info.BuildProperties: void coerceDate(java.util.Properties,java.lang.String)>
<org.springframework.security.authentication.DefaultAuthenticationEventPublisher: void <init>(org.springframework.context.ApplicationEventPublisher)>-><java.lang.Class: java.lang.String getName()>
<org.springframework.security.config.annotation.AbstractConfiguredSecurityBuilder: void configure()>-><org.springframework.security.config.annotation.web.configurers.AnonymousConfigurer: void configure(org.springframework.security.config.annotation.SecurityBuilder)>
<java.util.stream.SliceOps$1$1: void accept(java.lang.Object)>-><java.util.stream.ReduceOps$4ReducingSink: void accept(java.lang.Object)>
<java.util.stream.Nodes$InternalNodeSpliterator$OfPrimitive: void forEachRemaining(java.lang.Object)>-><java.util.Spliterators$LongArraySpliterator: void forEachRemaining(java.lang.Object)>
<java.util.stream.StreamSpliterators$WrappingSpliterator: boolean tryAdvance(java.util.function.Consumer)>-><java.util.stream.StreamSpliterators$ArrayBuffer$OfRef: void accept(java.lang.Object)>
<org.springframework.boot.web.embedded.tomcat.TomcatReactiveWebServerFactory: void <init>()>-><org.springframework.boot.web.reactive.server.AbstractReactiveWebServerFactory: void <init>()>
<org.springframework.util.FileCopyUtils: void close(java.io.Closeable)>-><java.io.InputStream: void close()>
<org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport: java.util.Map getCorsConfigurations()>-><org.springframework.web.servlet.config.annotation.CorsRegistry: void <init>()>
<java.util.Hashtable: java.lang.String toString()>-><java.util.stream.Nodes$ConcNode: java.lang.String toString()>
<org.springframework.security.web.server.authentication.logout.LogoutWebFilter: void <init>()>-><org.springframework.security.core.authority.AuthorityUtils: java.util.List createAuthorityList(java.lang.String[])>
<org.springframework.security.access.method.AbstractMethodSecurityMetadataSource: void <init>()>-><java.lang.Object: java.lang.Class getClass()>
<javax.net.ssl.SSLSocketFactory: java.lang.String getSecurityProperty(java.lang.String)>-><java.security.AccessController: java.lang.Object doPrivileged(java.security.PrivilegedAction)>
<javax.security.auth.Subject$SecureSet: boolean contains(java.lang.Object)>-><org.javaboy.vhr.model.Politicsstatus: boolean equals(java.lang.Object)>
<com.fasterxml.jackson.databind.ser.std.RawSerializer: void serialize(java.lang.Object,com.fasterxml.jackson.core.JsonGenerator,com.fasterxml.jackson.databind.SerializerProvider)>-><org.springframework.security.web.util.matcher.AntPathRequestMatcher: java.lang.String toString()>
<sun.misc.ExtensionDependency: java.lang.Boolean addNewExtensionsToClassLoader(sun.misc.Launcher$ExtClassLoader)>-><java.lang.String: int compareToIgnoreCase(java.lang.String)>
<org.springframework.boot.autoconfigure.web.servlet.TomcatServletWebServerFactoryCustomizer: void <init>(org.springframework.boot.autoconfigure.web.ServerProperties)>-><java.lang.Object: void <init>()>
<java.util.stream.SpinedBuffer: void forEach(java.util.function.Consumer)>-><java.util.stream.FindOps$FindSink: void accept(java.lang.Object)>
<java.util.HashMap: boolean containsValue(java.lang.Object)>-><java.util.SimpleTimeZone: boolean equals(java.lang.Object)>
<java.util.stream.StreamSpliterators$SliceSpliterator$OfRef: void forEachRemaining(java.util.function.Consumer)>-><java.util.Spliterators$IteratorSpliterator: long estimateSize()>
<javax.security.auth.Subject: java.lang.String toString(boolean)>-><org.springframework.boot.web.servlet.AbstractFilterRegistrationBean: java.lang.String toString()>
<sun.net.NetworkClient: void openServer(java.lang.String,int)>-><java.net.Socket: java.io.OutputStream getOutputStream()>
<org.springframework.web.client.RestTemplate: void <init>()>-><org.springframework.http.converter.xml.Jaxb2RootElementHttpMessageConverter: void <init>()>
<java.util.concurrent.ConcurrentHashMap: boolean containsValue(java.lang.Object)>-><sun.net.www.protocol.https.HttpsURLConnectionImpl: boolean equals(java.lang.Object)>
<java.net.URLStreamHandler: void parseURL(java.net.URL,java.lang.String,int,int)>-><java.lang.String: boolean startsWith(java.lang.String)>
<org.springframework.boot.convert.NumberToDataSizeConverter: java.lang.Object convert(java.lang.Object,org.springframework.core.convert.TypeDescriptor,org.springframework.core.convert.TypeDescriptor)>-><java.util.SimpleTimeZone: java.lang.String toString()>
<org.springframework.boot.web.client.RestTemplateBuilder: void <init>(org.springframework.boot.web.client.RestTemplateCustomizer[])>-><org.springframework.util.Assert: void notNull(java.lang.Object,java.lang.String)>
<org.springframework.security.config.annotation.authentication.configurers.userdetails.AbstractDaoAuthenticationConfigurer: void configure(org.springframework.security.config.annotation.authentication.ProviderManagerBuilder)>-><org.springframework.security.config.annotation.authentication.builders.AuthenticationManagerBuilder: org.springframework.security.config.annotation.authentication.ProviderManagerBuilder authenticationProvider(org.springframework.security.authentication.AuthenticationProvider)>
<sun.security.util.HostnameChecker: void matchIP(java.lang.String,java.security.cert.X509Certificate)>-><java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>
<org.springframework.boot.autoconfigure.data.redis.LettuceConnectionConfiguration: io.lettuce.core.ClientOptions$Builder initializeClientOptionsBuilder()>-><io.lettuce.core.ClientOptions: io.lettuce.core.ClientOptions$Builder builder()>
<javax.security.auth.Subject: java.lang.String toString(boolean)>-><java.util.AbstractMap$SimpleEntry: java.lang.String toString()>
<sun.net.www.http.ChunkedInputStream: int readAheadNonBlocking()>-><sun.net.www.protocol.http.EmptyInputStream: int available()>
<org.springframework.jdbc.datasource.TransactionAwareDataSourceProxy: java.sql.Connection getTransactionAwareConnectionProxy(javax.sql.DataSource)>-><org.springframework.jdbc.datasource.TransactionAwareDataSourceProxy$TransactionAwareInvocationHandler: void <init>(org.springframework.jdbc.datasource.TransactionAwareDataSourceProxy,javax.sql.DataSource)>
<java.util.stream.StreamSpliterators$UnorderedSliceSpliterator: long estimateSize()>-><java.util.concurrent.ConcurrentHashMap$EntrySpliterator: long estimateSize()>
<java.util.stream.StreamSpliterators$UnorderedSliceSpliterator: int characteristics()>-><java.util.Spliterators$IteratorSpliterator: int characteristics()>
<java.util.stream.StreamSpliterators$SliceSpliterator$OfRef: void forEachRemaining(java.util.function.Consumer)>-><java.util.Spliterators$DoubleArraySpliterator: long estimateSize()>
<java.security.Permission: java.lang.String toString()>-><java.net.URLPermission: java.lang.String getActions()>
<java.util.concurrent.ConcurrentHashMap: java.lang.Object get(java.lang.Object)>-><org.springframework.security.web.util.matcher.AntPathRequestMatcher: boolean equals(java.lang.Object)>
<java.util.Arrays: int hashCode(java.lang.Object[])>-><org.springframework.security.authentication.AnonymousAuthenticationToken: int hashCode()>
<org.springframework.boot.task.TaskSchedulerBuilder: void <init>()>-><java.lang.Object: void <init>()>
<sun.net.www.protocol.http.HttpURLConnection: void setPreemptiveProxyAuthentication(sun.net.www.MessageHeader)>-><sun.net.www.protocol.http.AuthenticationInfo: sun.net.www.protocol.http.AuthenticationInfo getProxyAuth(java.lang.String,int)>
<org.javaboy.vhr.model.Department: boolean equals(java.lang.Object)>-><java.lang.Object: java.lang.Class getClass()>
<org.springframework.boot.autoconfigure.flyway.FlywayProperties: void <init>()>-><java.util.Collections: java.util.List singletonList(java.lang.Object)>
<org.springframework.data.redis.cache.DefaultCacheStatisticsCollector: void <init>()>-><java.lang.Object: void <init>()>
<sun.net.www.http.HttpClient: void openServer()>-><java.net.URL: java.lang.String getProtocol()>
<sun.net.www.MeteredStream: int available()>-><java.util.zip.InflaterInputStream: int available()>
<org.springframework.security.config.annotation.web.configurers.HeadersConfigurer$ReferrerPolicyConfig: void <init>(org.springframework.security.config.annotation.web.configurers.HeadersConfigurer,org.springframework.security.config.annotation.web.configurers.HeadersConfigurer$1)>-><org.springframework.security.config.annotation.web.configurers.HeadersConfigurer$ReferrerPolicyConfig: void <init>(org.springframework.security.config.annotation.web.configurers.HeadersConfigurer)>
<javax.security.auth.Subject: java.lang.String toString(boolean)>-><org.apache.poi.hssf.record.DeltaRecord: java.lang.String toString()>
<org.springframework.beans.factory.config.PlaceholderConfigurerSupport: void <init>()>-><org.springframework.beans.factory.config.PropertyResourceConfigurer: void <init>()>
<sun.net.www.MeteredStream: int read(byte[],int,int)>-><sun.net.www.protocol.http.HttpURLConnection$HttpInputStream: int read(byte[],int,int)>
<org.springframework.web.util.pattern.InternalPathPatternParser: org.springframework.web.util.pattern.PathElement createPathElement()>-><org.springframework.web.util.pattern.RegexPathElement: void <init>(int,char[],boolean,char[],char)>
<org.springframework.context.support.ApplicationContextAwareProcessor: void invokeAwareInterfaces(java.lang.Object)>-><org.springframework.security.web.authentication.logout.LogoutSuccessEventPublishingLogoutHandler: void setApplicationEventPublisher(org.springframework.context.ApplicationEventPublisher)>
<java.util.Collections$SetFromMap: java.util.Spliterator spliterator()>-><org.springframework.util.LinkedCaseInsensitiveMap$KeySet: java.util.Spliterator spliterator()>
<com.fasterxml.jackson.databind.ser.std.StdKeySerializers$Default: void serialize(java.lang.Object,com.fasterxml.jackson.core.JsonGenerator,com.fasterxml.jackson.databind.SerializerProvider)>-><org.springframework.amqp.rabbit.connection.SimpleConnection: java.lang.String toString()>
<sun.net.www.MeteredStream: long skip(long)>-><org.apache.poi.poifs.filesystem.DocumentInputStream: long skip(long)>
<org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryAutoConfiguration: org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryCustomizer servletWebServerFactoryCustomizer(org.springframework.boot.autoconfigure.web.ServerProperties,org.springframework.beans.factory.ObjectProvider)>-><java.util.stream.Collectors: java.util.stream.Collector toList()>
<com.fasterxml.jackson.databind.ser.std.RawSerializer: void serialize(java.lang.Object,com.fasterxml.jackson.core.JsonGenerator,com.fasterxml.jackson.databind.SerializerProvider)>-><org.springframework.security.web.authentication.session.CompositeSessionAuthenticationStrategy: java.lang.String toString()>
<org.springframework.data.redis.core.ReactiveRedisTemplate: org.springframework.data.redis.core.ReactiveHashOperations opsForHash(org.springframework.data.redis.serializer.RedisSerializationContext)>-><org.springframework.data.redis.core.DefaultReactiveHashOperations: void <init>(org.springframework.data.redis.core.ReactiveRedisTemplate,org.springframework.data.redis.serializer.RedisSerializationContext)>
<java.util.TreeMap$ValueSpliterator: void forEachRemaining(java.util.function.Consumer)>-><java.util.stream.SliceOps$1$1: void accept(java.lang.Object)>
<org.apache.catalina.connector.OutputBuffer$PrivilegedCreateConverter: void <init>(java.nio.charset.Charset)>-><java.lang.Object: void <init>()>
<javax.security.auth.Subject: java.lang.String toString(boolean)>-><io.lettuce.core.internal.AbstractInvocationHandler: java.lang.String toString()>
<org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$FlywayConfiguration: void configureProperties(org.flywaydb.core.api.configuration.FluentConfiguration,org.springframework.boot.autoconfigure.flyway.FlywayProperties)>-><org.springframework.boot.autoconfigure.flyway.FlywayProperties: boolean isBaselineOnMigrate()>
<org.springframework.security.web.server.header.XFrameOptionsServerHttpHeadersWriter: org.springframework.security.web.server.header.ServerHttpHeadersWriter createDelegate(org.springframework.security.web.server.header.XFrameOptionsServerHttpHeadersWriter$Mode)>-><org.springframework.security.web.server.header.StaticServerHttpHeadersWriter$Builder: org.springframework.security.web.server.header.StaticServerHttpHeadersWriter$Builder header(java.lang.String,java.lang.String[])>
<sun.net.www.protocol.http.HttpURLConnection: java.io.IOException getChainedException(java.io.IOException)>-><java.security.AccessController: java.lang.Object doPrivileged(java.security.PrivilegedExceptionAction)>
<org.springframework.boot.autoconfigure.data.redis.LettuceConnectionConfiguration: io.lettuce.core.ClientOptions$Builder initializeClientOptionsBuilder()>-><io.lettuce.core.cluster.ClusterTopologyRefreshOptions$Builder: io.lettuce.core.cluster.ClusterTopologyRefreshOptions$Builder dynamicRefreshSources(boolean)>
<java.util.AbstractMap: boolean equals(java.lang.Object)>-><org.javaboy.vhr.model.Position: boolean equals(java.lang.Object)>
<sun.net.www.protocol.http.HttpURLConnection: sun.net.www.protocol.http.AuthenticationInfo getServerAuthentication(sun.net.www.protocol.http.AuthenticationHeader)>-><java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>
<sun.net.www.http.HttpClient: boolean parseHTTPHeader(sun.net.www.MessageHeader,sun.net.ProgressSource,sun.net.www.protocol.http.HttpURLConnection)>-><java.io.InputStream: void mark(int)>
<org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$FlywayConfiguration: boolean hasAtLeastOneLocation(org.springframework.core.io.ResourceLoader,java.util.Collection)>-><java.util.LinkedHashMap$LinkedEntryIterator: java.lang.Object next()>
<sun.net.www.protocol.http.HttpURLConnection: boolean checkSetHost()>-><java.net.URL: java.lang.String toExternalForm()>
<sun.net.www.protocol.http.HttpURLConnection$ErrorStream: java.io.InputStream getErrorStream(java.io.InputStream,long,sun.net.www.http.HttpClient)>-><sun.net.www.http.ChunkedInputStream: int read(byte[],int,int)>
<org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration$FlywayConfiguration: void configureProperties(org.flywaydb.core.api.configuration.FluentConfiguration,org.springframework.boot.autoconfigure.flyway.FlywayProperties)>-><java.util.Collections$UnmodifiableCollection: java.lang.Object[] toArray(java.lang.Object[])>
<org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration: org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter requestMappingHandlerAdapter(org.springframework.web.accept.ContentNegotiationManager,org.springframework.format.support.FormattingConversionService,org.springframework.validation.Validator)>-><org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties: boolean isIgnoreDefaultModelOnRedirect()>
<javax.security.auth.Subject: java.lang.String toString(boolean)>-><org.apache.poi.hssf.record.TabIdRecord: java.lang.String toString()>
<sun.net.www.protocol.http.HttpURLConnection: java.io.InputStream getInputStream0()>-><sun.net.www.protocol.http.DigestAuthentication: void <init>(boolean,java.net.URL,java.lang.String,java.lang.String,java.net.PasswordAuthentication,sun.net.www.protocol.http.DigestAuthentication$Parameters)>
<sun.net.www.protocol.http.NegotiateAuthentication: boolean isSupportedImpl(sun.net.www.protocol.http.HttpCallerInfo)>-><java.util.HashMap: void <init>()>
<java.util.WeakHashMap: boolean containsValue(java.lang.Object)>-><org.javaboy.vhr.model.Politicsstatus: boolean equals(java.lang.Object)>
<org.springframework.web.client.RestTemplate: void <init>()>-><java.util.ArrayList: void <init>()>
<java.util.stream.StreamSpliterators$SliceSpliterator$OfRef: void forEachRemaining(java.util.function.Consumer)>-><java.util.WeakHashMap$EntrySpliterator: boolean tryAdvance(java.util.function.Consumer)>
<org.apache.catalina.connector.Response$PrivilegedDoIsEncodable: java.lang.Boolean run()>-><java.lang.Boolean: java.lang.Boolean valueOf(boolean)>
<java.util.concurrent.ConcurrentSkipListMap: boolean containsValue(java.lang.Object)>-><sun.net.www.http.KeepAliveKey: boolean equals(java.lang.Object)>
<java.util.concurrent.ConcurrentHashMap: java.lang.Object get(java.lang.Object)>-><org.javaboy.vhr.model.Hr: boolean equals(java.lang.Object)>
<sun.net.www.protocol.http.AuthenticationInfo: void removeFromCache()>-><sun.net.www.protocol.http.NegotiateAuthentication: boolean supportsPreemptiveAuthorization()>
<java.util.Formatter$FormatSpecifier: void printString(java.lang.Object,java.util.Locale)>-><org.springframework.security.core.context.SecurityContextImpl: java.lang.String toString()>
<org.springframework.security.config.annotation.web.configurers.AbstractConfigAttributeRequestMatcherRegistry: java.util.LinkedHashMap createRequestMap()>-><org.springframework.security.config.annotation.web.configurers.AbstractConfigAttributeRequestMatcherRegistry: java.util.List getUrlMappings()>
<javax.security.auth.Subject: java.lang.String toString(boolean)>-><org.springframework.expression.spel.ast.NullLiteral: java.lang.String toString()>
<java.util.stream.Node$OfInt: void forEach(java.util.function.Consumer)>-><java.util.stream.Nodes$ConcNode$OfPrimitive: void forEach(java.lang.Object)>
<org.javaboy.vhr.VhrApplication: void initBean_synthetic()>-><org.springframework.boot.autoconfigure.context.LifecycleAutoConfiguration: void <init>()>
<org.springframework.security.config.annotation.web.configurers.SecurityContextConfigurer: void configure(org.springframework.security.config.annotation.web.HttpSecurityBuilder)>-><org.springframework.security.web.context.SecurityContextPersistenceFilter: void setForceEagerSessionCreation(boolean)>
<org.springframework.expression.spel.ast.Operator: boolean equalityCheck(org.springframework.expression.EvaluationContext,java.lang.Object,java.lang.Object)>-><org.javaboy.vhr.model.Position: boolean equals(java.lang.Object)>
<java.util.Hashtable$Entry: java.lang.String toString()>-><org.springframework.http.server.DefaultPathContainer$DefaultPathSegment: java.lang.String toString()>
<org.springframework.beans.factory.config.EmbeddedValueResolver: java.lang.String resolveStringValue(java.lang.String)>-><org.springframework.security.web.header.writers.XXssProtectionHeaderWriter: java.lang.String toString()>
<sun.net.www.protocol.https.HttpsClient: void checkURLSpoofing(javax.net.ssl.HostnameVerifier)>-><java.lang.StringBuilder: java.lang.String toString()>
<java.util.Formatter$FormatSpecifier: void printHashCode(java.lang.Object)>-><org.springframework.web.util.pattern.PathPattern: int hashCode()>
<org.springframework.web.filter.RequestContextFilter: void <init>()>-><org.springframework.web.filter.OncePerRequestFilter: void <init>()>
<sun.net.www.protocol.http.AuthenticationHeader: void parse(java.util.Set)>-><sun.net.www.HeaderParser: void <init>(java.lang.String)>
<org.springframework.web.servlet.config.annotation.WebMvcConfigurationSupport: org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter requestMappingHandlerAdapter(org.springframework.web.accept.ContentNegotiationManager,org.springframework.format.support.FormattingConversionService,org.springframework.validation.Validator)>-><org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration: org.springframework.web.bind.support.ConfigurableWebBindingInitializer getConfigurableWebBindingInitializer(org.springframework.format.support.FormattingConversionService,org.springframework.validation.Validator)>
<org.javaboy.vhr.config.SecurityConfig: void lambda$loginFilter$1(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,org.springframework.security.core.AuthenticationException)>-><org.apache.catalina.connector.CoyoteWriter: void close()>
<reactor.util.context.Context4: java.lang.Object get(java.lang.Object)>-><sun.net.www.http.KeepAliveKey: boolean equals(java.lang.Object)>
<org.springframework.boot.context.properties.bind.BindConverter$TypeConverterConversionService: org.springframework.beans.SimpleTypeConverter createTypeConverter(java.util.function.Consumer)>-><java.util.stream.Sink$OfLong: void accept(java.lang.Object)>
<java.io.FilterInputStream: void close()>-><sun.net.www.http.ChunkedInputStream: void close()>
<java.util.SubList$1: void add(java.lang.Object)>-><java.util.LinkedList$ListItr: void add(java.lang.Object)>
<java.util.stream.StreamSpliterators$SliceSpliterator: java.util.Spliterator trySplit()>-><java.util.HashMap$ValueSpliterator: java.util.Spliterator trySplit()>
<java.util.Hashtable: java.lang.Object remove(java.lang.Object)>-><org.javaboy.vhr.model.Politicsstatus: boolean equals(java.lang.Object)>
<java.util.stream.StreamSpliterators$SliceSpliterator$OfRef: boolean tryAdvance(java.util.function.Consumer)>-><java.util.Spliterator$OfDouble: boolean tryAdvance(java.util.function.Consumer)>
<sun.net.www.http.HttpClient: void openServer()>-><java.lang.String: boolean equals(java.lang.Object)>
<org.flywaydb.core.internal.jdbc.DriverDataSource: void <init>(java.lang.ClassLoader,java.lang.String,java.lang.String,java.lang.String,java.lang.String,org.flywaydb.core.api.configuration.Configuration,java.util.Properties,java.util.Map)>-><org.flywaydb.core.internal.database.DatabaseTypeRegister: java.lang.String redactJdbcUrl(java.lang.String)>
<javax.security.auth.Subject: java.lang.String toString(boolean)>-><io.netty.util.ResourceLeakDetector$DefaultResourceLeak: java.lang.String toString()>
